id_incidente,distrito,tipo_delito,hora,dia_semana,latitud,longitud,iluminacion,reportes_previos_zona,cerca_universidad,cerca_paradero,horario_estudiantil,victima_joven,nivel_riesgo
INC-0484,Breña,Robo al paso,22,Lunes,-12.059462,-77.05129,Deficiente,4,0,1,0,0,Medio
INC-0485,Cercado de Lima,Extorsión,4,Miércoles,-12.047812,-77.053197,Regular,6,0,0,0,1,Medio
INC-0486,Cercado de Lima,Robo al paso,23,Viernes,-12.04743,-77.036209,Regular,4,0,1,0,0,Alto
INC-0487,Jesús María,Robo de celular,8,Martes,-12.066292,-77.039191,Deficiente,5,1,0,1,1,Bajo
INC-0488,La Victoria,Robo al paso,20,Lunes,-12.074146,-77.013062,Buena,5,1,0,1,1,Medio
INC-0489,Cercado de Lima,Robo de celular,17,Lunes,-12.044411,-77.037004,Regular,2,1,0,1,1,Medio
INC-0490,La Victoria,Acoso en transporte,10,Domingo,-12.069704,-77.015542,Deficiente,4,0,1,0,1,Medio
INC-0491,La Victoria,Robo al paso,18,Sábado,-12.068087,-77.018982,Buena,4,0,0,1,1,Medio
INC-0492,Cercado de Lima,Amenazas,10,Lunes,-12.059917,-77.040784,Deficiente,3,0,1,0,1,Medio
INC-0493,La Victoria,Robo al paso,8,Miércoles,-12.067236,-77.025847,Buena,1,0,0,1,0,Bajo
INC-0494,Cercado de Lima,Robo de laptop,19,Jueves,-12.057378,-77.039104,Buena,3,1,0,1,1,Medio
INC-0495,La Victoria,Robo al paso,15,Miércoles,-12.065672,-77.016186,Buena,6,0,1,0,1,Medio
INC-0496,Breña,Robo al paso,20,Sábado,-12.066212,-77.03958,Deficiente,4,0,1,1,1,Alto
INC-0497,Rímac,Robo al paso,23,Viernes,-12.038377,-77.03427,Buena,6,0,1,0,0,Medio
INC-0498,Cercado de Lima,Robo de laptop,20,Miércoles,-12.043393,-77.042733,Regular,1,1,1,1,1,Alto
INC-0499,Breña,Robo al paso,19,Viernes,-12.053678,-77.053474,Regular,4,1,0,1,1,Medio
INC-0500,Rímac,Acoso en transporte,20,Jueves,-12.026516,-77.034185,Buena,3,1,1,1,1,Medio
INC-0501,Rímac,Hurto,23,Jueves,-12.030931,-77.029831,Regular,7,0,1,0,0,Medio
INC-0502,Rímac,Robo al paso,22,Jueves,-12.032551,-77.035747,Buena,2,1,0,0,1,Bajo
INC-0503,La Victoria,Robo de laptop,23,Jueves,-12.06796,-77.030805,Deficiente,3,1,1,0,1,Alto
INC-0504,Cercado de Lima,Hurto,18,Martes,-12.043716,-77.042848,Regular,3,1,1,1,1,Medio
INC-0505,Breña,Robo de laptop,19,Jueves,-12.05861,-77.063682,Buena,0,0,1,1,1,Medio
INC-0506,La Victoria,Amenazas,21,Miércoles,-12.064159,-77.009867,Deficiente,3,0,0,0,1,Medio
INC-0507,Cercado de Lima,Amenazas,18,Jueves,-12.048434,-77.045183,Regular,3,0,0,1,0,Bajo
INC-0508,La Victoria,Robo a vivienda,7,Viernes,-12.070896,-77.016573,Regular,4,1,0,1,0,Medio
INC-0509,Lince,Robo al paso,22,Martes,-12.105145,-77.039083,Buena,6,0,1,0,0,Medio
INC-0510,Rímac,Acoso en transporte,5,Jueves,-12.032818,-77.032999,Deficiente,3,1,1,0,1,Medio
INC-0511,Cercado de Lima,Robo de celular,16,Domingo,-12.052198,-77.039961,Buena,5,1,0,0,1,Bajo
INC-0512,Jesús María,Extorsión,17,Sábado,-12.087219,-77.057798,Buena,2,0,1,1,0,Bajo
INC-0513,Breña,Robo a vivienda,10,Jueves,-12.056891,-77.055283,Deficiente,7,1,0,0,1,Bajo
INC-0514,Cercado de Lima,Extorsión,7,Viernes,-12.056703,-77.052276,Regular,4,1,1,1,0,Medio
INC-0515,La Victoria,Robo de laptop,20,Martes,-12.060882,-77.028008,Buena,2,1,0,1,1,Medio
INC-0516,Cercado de Lima,Robo al paso,18,Sábado,-12.047583,-77.051837,Regular,5,0,1,1,0,Medio
INC-0517,La Victoria,Robo de laptop,22,Miércoles,-12.064708,-77.014288,Buena,5,0,1,0,0,Medio
INC-0518,Cercado de Lima,Robo al paso,21,Domingo,-12.046336,-77.050816,Deficiente,1,0,1,0,1,Alto
INC-0519,Breña,Hurto,7,Martes,-12.061323,-77.047074,Regular,5,0,1,1,1,Bajo
INC-0520,Cercado de Lima,Hurto,8,Martes,-12.054945,-77.045538,Regular,3,0,1,1,1,Medio
INC-0521,La Victoria,Robo al paso,22,Viernes,-12.055397,-77.021922,Deficiente,3,0,0,0,1,Alto
INC-0522,Breña,Robo de laptop,6,Lunes,-12.06151,-77.047531,Regular,3,0,0,0,1,Bajo
INC-0523,Breña,Robo al paso,11,Domingo,-12.055977,-77.055058,Regular,4,0,1,0,0,Bajo
INC-0524,Cercado de Lima,Hurto,23,Martes,-12.051355,-77.031722,Deficiente,7,0,1,0,0,Alto
INC-0525,La Victoria,Robo al paso,17,Viernes,-12.06973,-77.020405,Regular,3,1,1,1,1,Alto
INC-0526,La Victoria,Robo al paso,15,Jueves,-12.073867,-77.015901,Buena,4,0,1,0,1,Medio
INC-0527,Breña,Robo de laptop,21,Viernes,-12.061397,-77.0519,Buena,3,1,0,0,0,Medio
INC-0528,Cercado de Lima,Acoso en transporte,16,Lunes,-12.048984,-77.037962,Regular,4,1,1,0,1,Medio
INC-0529,Cercado de Lima,Hurto,16,Jueves,-12.048048,-77.043204,Deficiente,7,0,0,0,1,Medio
INC-0530,Rímac,Robo de celular,18,Viernes,-12.039665,-77.023201,Regular,3,0,1,1,1,Bajo
INC-0531,Breña,Robo de celular,17,Miércoles,-12.06611,-77.049733,Deficiente,2,1,0,1,1,Bajo
INC-0532,Rímac,Robo al paso,23,Lunes,-12.02752,-77.028959,Regular,2,0,0,0,0,Medio
INC-0533,La Victoria,Robo al paso,8,Viernes,-12.070561,-77.010505,Deficiente,1,1,1,1,1,Alto
INC-0534,Breña,Robo de celular,21,Lunes,-12.060261,-77.05433,Regular,3,0,1,0,0,Medio
INC-0535,Rímac,Hurto,17,Sábado,-12.031894,-77.029731,Buena,3,1,0,1,0,Bajo
INC-0536,Rímac,Acoso en transporte,21,Viernes,-12.020821,-77.021038,Regular,5,0,1,0,0,Medio
INC-0537,La Victoria,Robo de laptop,18,Sábado,-12.068985,-77.016737,Regular,3,0,0,1,1,Medio
INC-0538,Breña,Hurto,6,Sábado,-12.068029,-77.055894,Regular,7,1,0,0,0,Bajo
INC-0539,Cercado de Lima,Robo de laptop,20,Sábado,-12.054611,-77.0365,Buena,2,1,1,1,1,Alto
INC-0540,Rímac,Robo de laptop,8,Lunes,-12.03822,-77.025704,Buena,5,1,1,1,1,Bajo
INC-0541,La Victoria,Robo al paso,22,Sábado,-12.067339,-77.027671,Buena,4,1,0,0,0,Medio
INC-0542,Lince,Robo de laptop,22,Miércoles,-12.097663,-77.029252,Regular,4,0,0,0,1,Medio
INC-0543,Cercado de Lima,Robo al paso,21,Martes,-12.048187,-77.043064,Regular,3,1,1,0,1,Alto
INC-0544,Breña,Robo de celular,23,Miércoles,-12.062008,-77.048394,Deficiente,3,1,0,0,1,Medio
INC-0545,Cercado de Lima,Robo de celular,18,Sábado,-12.042651,-77.046173,Regular,5,1,1,1,1,Medio
INC-0546,La Victoria,Robo de laptop,18,Martes,-12.069409,-77.018568,Buena,8,0,0,1,1,Medio
INC-0547,Cercado de Lima,Acoso en transporte,17,Domingo,-12.052582,-77.039512,Regular,3,1,0,1,1,Medio
INC-0548,Lince,Robo de celular,16,Viernes,-12.081778,-77.042189,Buena,3,1,1,0,1,Bajo
INC-0549,La Victoria,Robo de celular,22,Domingo,-12.069848,-77.019091,Regular,7,1,1,0,1,Alto
INC-0550,Rímac,Robo de laptop,22,Miércoles,-12.014696,-77.031967,Regular,5,0,1,0,1,Medio
INC-0551,La Victoria,Robo de laptop,6,Lunes,-12.066491,-77.017636,Regular,8,0,0,0,1,Medio
INC-0552,Rímac,Robo al paso,8,Martes,-12.032624,-77.033869,Deficiente,1,0,1,1,1,Medio
INC-0553,Breña,Hurto,22,Domingo,-12.047681,-77.037669,Regular,5,1,1,0,1,Medio
INC-0554,La Victoria,Robo al paso,16,Jueves,-12.061162,-77.004043,Buena,7,1,1,0,0,Medio
INC-0555,La Victoria,Robo al paso,10,Miércoles,-12.066635,-77.012061,Deficiente,5,0,1,0,1,Medio
INC-0556,Cercado de Lima,Acoso en transporte,20,Martes,-12.043427,-77.04638,Buena,5,0,0,1,1,Medio
INC-0557,Cercado de Lima,Robo al paso,16,Viernes,-12.037165,-77.05031,Regular,1,0,1,0,0,Medio
INC-0558,Cercado de Lima,Robo a vivienda,19,Jueves,-12.048583,-77.035507,Buena,9,0,1,1,0,Medio
INC-0559,La Victoria,Acoso en transporte,9,Martes,-12.071858,-77.026367,Regular,3,1,0,1,1,Medio
INC-0560,Rímac,Robo al paso,19,Jueves,-12.03657,-77.031421,Deficiente,6,1,0,1,1,Alto
INC-0561,Breña,Amenazas,22,Jueves,-12.061267,-77.047514,Buena,6,1,0,0,1,Bajo
INC-0562,Rímac,Robo a vivienda,8,Sábado,-12.027631,-77.017895,Deficiente,3,0,1,1,0,Medio
INC-0563,Breña,Acoso en transporte,7,Viernes,-12.059705,-77.044396,Buena,0,0,1,1,1,Bajo
INC-0564,La Victoria,Robo a vivienda,20,Martes,-12.052667,-77.029179,Deficiente,4,0,1,1,1,Alto
INC-0565,Cercado de Lima,Hurto,5,Martes,-12.043161,-77.051344,Regular,2,1,1,0,1,Medio
INC-0566,La Victoria,Robo al paso,17,Martes,-12.055811,-77.001847,Deficiente,7,1,1,1,1,Alto
INC-0567,Breña,Robo al paso,9,Martes,-12.064274,-77.054001,Regular,3,0,1,1,0,Bajo
INC-0568,Cercado de Lima,Robo al paso,18,Martes,-12.040711,-77.044636,Regular,2,1,1,1,0,Medio
INC-0569,Jesús María,Extorsión,16,Jueves,-12.072728,-77.045171,Buena,6,0,1,0,0,Bajo
INC-0570,Lince,Hurto,8,Martes,-12.090486,-77.041045,Regular,1,0,1,1,1,Bajo
INC-0571,La Victoria,Robo de celular,21,Viernes,-12.075361,-77.014079,Regular,3,0,1,0,0,Alto
INC-0572,Cercado de Lima,Hurto,21,Martes,-12.035703,-77.044284,Regular,5,0,1,0,1,Medio
INC-0573,Jesús María,Extorsión,7,Sábado,-12.070366,-77.058311,Regular,2,0,0,1,1,Bajo
INC-0574,La Victoria,Robo de celular,4,Lunes,-12.066598,-77.021704,Deficiente,6,0,1,0,0,Alto
INC-0575,Rímac,Robo al paso,16,Miércoles,-12.025076,-77.024569,Regular,3,0,0,0,1,Bajo
INC-0576,Breña,Acoso en transporte,8,Martes,-12.056422,-77.060626,Buena,4,0,1,1,1,Bajo
INC-0577,Cercado de Lima,Acoso en transporte,17,Jueves,-12.054795,-77.05008,Regular,1,0,0,1,0,Medio
INC-0578,Rímac,Acoso en transporte,17,Martes,-12.023558,-77.023355,Buena,7,0,0,1,1,Bajo
INC-0579,Rímac,Robo de celular,20,Lunes,-12.027372,-77.036209,Regular,3,1,0,1,1,Medio
INC-0580,Cercado de Lima,Robo de celular,17,Miércoles,-12.048324,-77.048527,Regular,4,0,0,1,1,Bajo
INC-0581,La Victoria,Robo de laptop,22,Sábado,-12.073265,-77.028238,Buena,1,1,0,0,1,Medio
INC-0582,Breña,Acoso en transporte,19,Viernes,-12.065186,-77.05247,Regular,4,0,0,1,1,Medio
INC-0583,Rímac,Robo de laptop,16,Miércoles,-12.035254,-77.042017,Deficiente,5,1,0,0,1,Bajo
INC-0584,Rímac,Robo de celular,6,Lunes,-12.041205,-77.033794,Regular,3,0,1,0,1,Bajo
INC-0585,Cercado de Lima,Robo al paso,20,Viernes,-12.037146,-77.046647,Deficiente,3,0,1,1,1,Alto
INC-0586,Rímac,Acoso en transporte,21,Viernes,-12.035688,-77.024376,Regular,2,1,0,0,1,Medio
INC-0587,La Victoria,Acoso en transporte,6,Domingo,-12.071269,-77.016604,Deficiente,5,1,1,0,1,Medio
INC-0588,Rímac,Robo de celular,6,Miércoles,-12.029932,-77.021071,Regular,7,1,0,0,1,Bajo
INC-0589,La Victoria,Robo al paso,7,Martes,-12.066326,-77.002338,Deficiente,5,1,1,1,1,Alto
INC-0590,Rímac,Hurto,22,Jueves,-12.02404,-77.034049,Deficiente,5,1,1,0,1,Medio
INC-0591,La Victoria,Acoso en transporte,21,Viernes,-12.065153,-77.013252,Buena,2,1,0,0,1,Medio
INC-0592,Rímac,Robo a vivienda,20,Martes,-12.032721,-77.027611,Regular,6,1,1,1,1,Medio
INC-0593,Cercado de Lima,Robo de laptop,18,Jueves,-12.047549,-77.050843,Deficiente,3,0,1,1,1,Medio
INC-0594,Cercado de Lima,Robo de celular,20,Jueves,-12.036564,-77.054337,Regular,5,0,1,1,1,Medio
INC-0595,Rímac,Hurto,21,Viernes,-12.032128,-77.030053,Buena,4,0,0,0,1,Bajo
INC-0596,Lince,Robo al paso,20,Miércoles,-12.098985,-77.039399,Deficiente,3,0,1,1,0,Medio
INC-0597,Lince,Acoso en transporte,7,Jueves,-12.09086,-77.031696,Deficiente,2,1,0,1,1,Medio
INC-0598,Cercado de Lima,Robo al paso,19,Miércoles,-12.034075,-77.041913,Regular,2,1,1,1,1,Alto
INC-0599,Cercado de Lima,Robo de laptop,23,Jueves,-12.051812,-77.032546,Buena,2,1,1,0,1,Medio
INC-0600,La Victoria,Robo al paso,19,Sábado,-12.06555,-77.015748,Regular,6,0,1,1,1,Alto
INC-0601,Cercado de Lima,Robo de celular,18,Miércoles,-12.049314,-77.048798,Regular,2,1,1,1,1,Medio
INC-0602,Lince,Hurto,19,Miércoles,-12.090927,-77.036387,Buena,2,0,0,1,0,Bajo
INC-0603,Cercado de Lima,Acoso en transporte,9,Lunes,-12.039373,-77.041005,Regular,3,1,0,1,1,Medio
INC-0604,La Victoria,Acoso en transporte,22,Martes,-12.060941,-77.019138,Regular,5,0,0,0,0,Medio
INC-0605,Cercado de Lima,Robo al paso,23,Jueves,-12.041567,-77.039746,Regular,4,1,1,0,1,Alto
INC-0606,Breña,Robo de laptop,9,Jueves,-12.062383,-77.040478,Deficiente,2,0,1,1,0,Medio
INC-0607,La Victoria,Robo de laptop,19,Domingo,-12.069464,-77.017499,Regular,4,0,0,1,1,Medio
INC-0608,Breña,Robo de laptop,8,Martes,-12.057171,-77.055345,Buena,1,0,1,1,0,Bajo
INC-0609,Cercado de Lima,Acoso en transporte,19,Viernes,-12.039826,-77.047045,Buena,0,0,1,1,1,Alto
INC-0610,La Victoria,Robo al paso,22,Domingo,-12.056535,-77.026687,Deficiente,6,0,1,0,1,Alto
INC-0611,Cercado de Lima,Robo al paso,21,Jueves,-12.038991,-77.057111,Deficiente,2,0,1,0,0,Alto
INC-0612,Cercado de Lima,Robo de laptop,7,Martes,-12.034846,-77.04942,Deficiente,5,1,1,1,1,Alto
INC-0613,Cercado de Lima,Hurto,20,Martes,-12.041666,-77.042041,Buena,2,0,1,1,1,Medio
INC-0614,Cercado de Lima,Hurto,17,Miércoles,-12.045302,-77.048749,Deficiente,4,1,1,1,0,Medio
INC-0615,Cercado de Lima,Robo al paso,20,Martes,-12.042352,-77.042255,Regular,7,0,0,1,1,Alto
INC-0616,Cercado de Lima,Robo al paso,17,Martes,-12.042437,-77.043684,Buena,4,1,1,1,0,Medio
INC-0617,Rímac,Robo al paso,15,Miércoles,-12.034112,-77.036644,Deficiente,5,0,1,0,1,Medio
INC-0618,Lince,Acoso en transporte,5,Lunes,-12.094233,-77.037358,Regular,2,0,1,0,1,Medio
INC-0619,Jesús María,Robo a vivienda,20,Sábado,-12.079579,-77.047724,Regular,3,1,1,1,1,Medio
INC-0620,Cercado de Lima,Hurto,7,Jueves,-12.049365,-77.051692,Buena,4,1,0,1,1,Bajo
INC-0621,Cercado de Lima,Robo de celular,16,Viernes,-12.04518,-77.04365,Regular,5,1,1,0,1,Medio
INC-0622,Rímac,Robo de celular,9,Viernes,-12.031725,-77.022973,Regular,7,0,1,1,0,Medio
INC-0623,Rímac,Hurto,7,Domingo,-12.030458,-77.029054,Regular,3,1,1,1,1,Bajo
INC-0624,Cercado de Lima,Robo al paso,9,Martes,-12.042726,-77.052157,Regular,4,1,1,1,1,Medio
INC-0625,Cercado de Lima,Robo de celular,18,Jueves,-12.054396,-77.036203,Deficiente,4,0,1,1,1,Medio
INC-0626,Lince,Robo de celular,6,Jueves,-12.101168,-77.039874,Regular,7,1,1,0,0,Bajo
INC-0627,Rímac,Robo a vivienda,17,Miércoles,-12.030515,-77.02958,Regular,5,0,1,1,1,Bajo
INC-0628,La Victoria,Robo a vivienda,20,Lunes,-12.069512,-77.00829,Buena,2,0,1,1,0,Medio
INC-0629,Cercado de Lima,Robo al paso,18,Martes,-12.040053,-77.040934,Buena,3,0,0,1,0,Bajo
INC-0630,Cercado de Lima,Acoso en transporte,16,Miércoles,-12.035348,-77.042132,Buena,3,1,1,0,1,Medio
INC-0631,La Victoria,Acoso en transporte,23,Sábado,-12.064136,-77.030248,Deficiente,3,1,1,0,0,Alto
INC-0632,Cercado de Lima,Hurto,15,Miércoles,-12.045614,-77.047939,Regular,5,1,1,0,1,Medio
INC-0633,Cercado de Lima,Robo de celular,21,Viernes,-12.036551,-77.048615,Deficiente,4,0,0,0,0,Alto
INC-0634,Rímac,Robo de celular,21,Jueves,-12.022712,-77.027371,Buena,7,1,1,0,1,Medio
INC-0635,La Victoria,Robo de celular,8,Lunes,-12.06582,-77.015097,Regular,5,0,0,1,1,Bajo
INC-0636,Breña,Extorsión,20,Martes,-12.053335,-77.04819,Deficiente,4,0,1,1,0,Medio
INC-0637,Lince,Robo al paso,5,Jueves,-12.09447,-77.030443,Regular,4,0,0,0,0,Medio
INC-0638,La Victoria,Acoso en transporte,21,Martes,-12.060848,-77.017588,Regular,2,1,1,0,0,Alto
INC-0639,Breña,Extorsión,21,Miércoles,-12.05161,-77.050963,Regular,3,1,1,0,1,Medio
INC-0640,Cercado de Lima,Robo al paso,9,Viernes,-12.050236,-77.046501,Buena,0,1,1,1,1,Medio
INC-0641,Cercado de Lima,Robo al paso,17,Martes,-12.036437,-77.047398,Deficiente,2,1,0,1,0,Medio
INC-0642,Rímac,Amenazas,18,Viernes,-12.035768,-77.032513,Regular,2,1,1,1,1,Medio
INC-0643,Breña,Robo al paso,18,Viernes,-12.059382,-77.055614,Buena,4,1,0,1,1,Bajo
INC-0644,La Victoria,Robo al paso,19,Miércoles,-12.063783,-77.015006,Regular,4,0,0,1,0,Medio
INC-0645,Cercado de Lima,Robo de laptop,20,Sábado,-12.045136,-77.044731,Regular,5,1,0,1,1,Alto
INC-0646,Cercado de Lima,Robo de celular,20,Martes,-12.043187,-77.035546,Regular,5,0,0,1,1,Medio
INC-0647,Cercado de Lima,Acoso en transporte,22,Viernes,-12.046371,-77.045394,Buena,0,1,0,0,1,Medio
INC-0648,Cercado de Lima,Acoso en transporte,8,Martes,-12.052389,-77.053213,Regular,4,1,1,1,1,Medio
INC-0649,Cercado de Lima,Robo de celular,23,Viernes,-12.039564,-77.038969,Deficiente,4,1,0,0,1,Alto
INC-0650,La Victoria,Robo al paso,23,Sábado,-12.075722,-77.017766,Buena,6,0,1,0,0,Alto
INC-0651,Rímac,Robo al paso,8,Sábado,-12.022389,-77.043827,Regular,4,1,1,1,0,Medio
INC-0652,Cercado de Lima,Robo al paso,18,Lunes,-12.045429,-77.032994,Regular,3,1,0,1,1,Medio
INC-0653,La Victoria,Robo al paso,19,Miércoles,-12.067656,-77.016552,Regular,1,1,0,1,0,Alto
INC-0654,Cercado de Lima,Robo a vivienda,23,Jueves,-12.048846,-77.044667,Regular,7,1,0,0,1,Medio
INC-0655,Breña,Robo al paso,20,Jueves,-12.064468,-77.044593,Regular,1,1,0,1,0,Medio
INC-0656,La Victoria,Robo de laptop,19,Sábado,-12.07378,-77.021857,Deficiente,3,0,0,1,1,Alto
INC-0657,Breña,Robo de celular,20,Lunes,-12.065414,-77.054621,Buena,7,0,0,1,0,Bajo
INC-0658,Cercado de Lima,Robo al paso,19,Viernes,-12.04906,-77.050233,Deficiente,6,1,1,1,1,Alto
INC-0659,Lince,Robo de celular,9,Jueves,-12.081258,-77.036805,Deficiente,5,0,1,1,1,Bajo
INC-0660,Cercado de Lima,Extorsión,23,Sábado,-12.053127,-77.034519,Regular,10,1,1,0,1,Alto
INC-0661,La Victoria,Robo al paso,21,Viernes,-12.069926,-77.017761,Buena,8,0,1,0,1,Alto
INC-0662,Cercado de Lima,Robo al paso,22,Sábado,-12.042534,-77.041921,Buena,5,0,0,0,1,Medio
INC-0663,La Victoria,Robo de laptop,7,Lunes,-12.062036,-77.016843,Regular,4,0,1,1,0,Medio
INC-0664,La Victoria,Robo a vivienda,15,Miércoles,-12.063866,-77.017779,Deficiente,1,0,0,0,0,Medio
INC-0665,Rímac,Acoso en transporte,22,Viernes,-12.031153,-77.021623,Buena,5,0,1,0,0,Medio
INC-0666,Lince,Extorsión,17,Viernes,-12.079297,-77.038769,Buena,2,1,1,1,1,Bajo
INC-0667,La Victoria,Robo a vivienda,19,Viernes,-12.073527,-77.025823,Regular,7,1,1,1,1,Alto
INC-0668,Rímac,Robo a vivienda,8,Jueves,-12.035852,-77.040594,Deficiente,5,0,1,1,0,Bajo
INC-0669,Cercado de Lima,Robo de laptop,7,Lunes,-12.055201,-77.039877,Deficiente,6,1,1,1,1,Alto
INC-0670,Breña,Hurto,22,Lunes,-12.065974,-77.044606,Regular,3,0,0,0,0,Bajo
INC-0671,Cercado de Lima,Robo de celular,19,Jueves,-12.054498,-77.040551,Deficiente,2,0,0,1,0,Medio
INC-0672,Breña,Robo al paso,21,Martes,-12.047386,-77.054826,Regular,2,1,1,0,1,Medio
INC-0673,La Victoria,Hurto,20,Viernes,-12.076343,-77.023916,Regular,5,0,1,1,1,Alto
INC-0674,La Victoria,Robo al paso,21,Jueves,-12.07416,-77.026916,Deficiente,6,0,1,0,1,Alto
INC-0675,Cercado de Lima,Robo al paso,23,Sábado,-12.049137,-77.049145,Deficiente,2,1,0,0,1,Alto
INC-0676,Cercado de Lima,Robo al paso,22,Sábado,-12.051159,-77.037563,Buena,1,1,0,0,0,Medio
INC-0677,La Victoria,Robo de celular,17,Jueves,-12.061444,-77.018741,Buena,3,0,0,1,1,Bajo
INC-0678,Cercado de Lima,Extorsión,7,Viernes,-12.065248,-77.038037,Deficiente,8,0,1,1,1,Alto
INC-0679,La Victoria,Robo al paso,19,Jueves,-12.063314,-77.024231,Deficiente,3,1,0,1,0,Alto
INC-0680,Jesús María,Robo al paso,7,Sábado,-12.069898,-77.05867,Deficiente,1,1,1,1,1,Medio
INC-0681,Rímac,Robo de celular,18,Viernes,-12.032914,-77.027858,Regular,8,0,0,1,1,Bajo
INC-0682,Rímac,Hurto,20,Martes,-12.03254,-77.029848,Deficiente,2,0,1,1,0,Medio
INC-0683,Rímac,Robo al paso,18,Jueves,-12.021804,-77.030633,Deficiente,5,0,0,1,1,Bajo
INC-0684,Cercado de Lima,Robo al paso,16,Martes,-12.047567,-77.038805,Deficiente,6,0,1,0,1,Alto
INC-0685,La Victoria,Robo al paso,20,Sábado,-12.064028,-77.029964,Deficiente,5,0,1,1,0,Alto
INC-0686,La Victoria,Robo al paso,23,Martes,-12.068017,-77.018185,Regular,3,1,1,0,1,Alto
INC-0687,Cercado de Lima,Hurto,18,Lunes,-12.046175,-77.048989,Deficiente,1,1,1,1,1,Medio
INC-0688,Cercado de Lima,Hurto,22,Miércoles,-12.044205,-77.035821,Regular,4,0,1,0,0,Medio
INC-0689,Jesús María,Robo al paso,18,Jueves,-12.065172,-77.050187,Buena,8,0,0,1,1,Bajo
INC-0690,Breña,Robo a vivienda,17,Viernes,-12.067102,-77.041569,Buena,3,0,0,1,0,Bajo
INC-0691,Rímac,Robo al paso,23,Domingo,-12.02566,-77.031355,Deficiente,6,0,1,0,1,Alto
INC-0692,La Victoria,Extorsión,16,Domingo,-12.062974,-77.023486,Deficiente,6,0,0,0,0,Medio
INC-0693,La Victoria,Acoso en transporte,7,Lunes,-12.067463,-77.023545,Regular,3,1,1,1,1,Medio
INC-0694,Rímac,Robo al paso,9,Sábado,-12.023563,-77.021473,Regular,2,1,1,1,0,Medio
INC-0695,Cercado de Lima,Robo al paso,21,Lunes,-12.037761,-77.039013,Regular,6,0,0,0,0,Alto
INC-0696,Cercado de Lima,Robo al paso,18,Lunes,-12.050395,-77.036409,Buena,4,0,0,1,1,Bajo
INC-0697,Rímac,Robo de celular,19,Sábado,-12.029726,-77.025992,Regular,7,1,0,1,1,Medio
INC-0698,La Victoria,Robo de celular,8,Sábado,-12.060085,-77.029658,Buena,6,1,1,1,1,Medio
INC-0699,Rímac,Acoso en transporte,20,Viernes,-12.027286,-77.032169,Deficiente,1,0,1,1,1,Alto
INC-0700,Cercado de Lima,Robo al paso,7,Jueves,-12.050573,-77.043142,Deficiente,6,0,1,1,0,Alto
INC-0701,Lince,Robo al paso,6,Miércoles,-12.088967,-77.034099,Deficiente,5,0,0,0,1,Bajo
INC-0702,Cercado de Lima,Hurto,6,Miércoles,-12.02979,-77.044309,Regular,3,0,1,0,1,Medio
INC-0703,Cercado de Lima,Robo de celular,20,Viernes,-12.037612,-77.048806,Regular,4,0,0,1,1,Medio
INC-0704,Cercado de Lima,Robo de laptop,23,Viernes,-12.049247,-77.05084,Regular,6,0,1,0,0,Alto
INC-0705,Cercado de Lima,Robo al paso,7,Martes,-12.048936,-77.04202,Deficiente,8,0,1,1,0,Alto
INC-0706,Cercado de Lima,Amenazas,6,Jueves,-12.048388,-77.04011,Regular,2,0,0,0,0,Bajo
INC-0707,Jesús María,Robo al paso,20,Jueves,-12.077701,-77.058073,Deficiente,6,0,1,1,1,Alto
INC-0708,Cercado de Lima,Robo de celular,21,Viernes,-12.046007,-77.037834,Buena,3,0,1,0,0,Medio
INC-0709,Breña,Amenazas,8,Sábado,-12.060591,-77.048015,Buena,5,1,1,1,1,Bajo
INC-0710,Cercado de Lima,Robo al paso,10,Viernes,-12.056313,-77.048813,Regular,7,0,0,0,0,Medio
INC-0711,Cercado de Lima,Robo al paso,4,Viernes,-12.039069,-77.055503,Buena,3,0,1,0,0,Alto
INC-0712,La Victoria,Hurto,20,Viernes,-12.082245,-77.023599,Buena,9,1,0,1,1,Alto
INC-0713,Jesús María,Robo al paso,17,Viernes,-12.075144,-77.054091,Buena,4,0,0,1,1,Bajo
INC-0714,Cercado de Lima,Robo a vivienda,21,Sábado,-12.053746,-77.048157,Regular,3,1,1,0,0,Alto
INC-0715,Breña,Extorsión,17,Martes,-12.053515,-77.062174,Deficiente,3,0,0,1,0,Bajo
INC-0716,Cercado de Lima,Robo a vivienda,22,Sábado,-12.056949,-77.044307,Buena,0,0,0,0,1,Medio
INC-0717,Breña,Robo al paso,7,Domingo,-12.054159,-77.043663,Buena,6,1,1,1,1,Medio
INC-0718,Lince,Robo a vivienda,6,Viernes,-12.080298,-77.047558,Deficiente,4,0,0,0,0,Bajo
INC-0719,Cercado de Lima,Acoso en transporte,18,Martes,-12.040136,-77.041674,Buena,5,0,1,1,0,Medio
INC-0720,Cercado de Lima,Robo al paso,20,Viernes,-12.041573,-77.037828,Regular,6,1,1,1,1,Alto
INC-0721,Cercado de Lima,Amenazas,20,Miércoles,-12.058263,-77.036924,Buena,1,1,1,1,1,Medio
INC-0722,Cercado de Lima,Robo al paso,7,Martes,-12.040222,-77.030905,Regular,3,1,1,1,1,Medio
INC-0723,Cercado de Lima,Robo a vivienda,18,Martes,-12.036058,-77.037879,Deficiente,3,1,0,1,0,Medio
INC-0724,Jesús María,Robo al paso,17,Sábado,-12.069872,-77.044924,Regular,7,0,1,1,1,Medio
